REC_TAG	NODE_ID	NODE_DESC
8173	MA-05-C-15-AB0101-006-001	CALM GAB-6 anchor chain attachment padeye
8174	MA-05-C-15-AB101-001-AN001	GAB1 Anode Sled1, SideA
8175	MA-05-C-15-AB101-002-AN001-C	GAB1 Anode Sled1, SideA, Continuity Cable
8176	MA-05-C-15-AB101-001-AN002	GAB1 Anode Sled2, SideA
8177	MA-05-C-15-AB101-002-AN002-C	GAB1 Anode Sled2, SideA, Continuity Cable
8200	MA-05-C-15-AB101-001-AN003	GAB1 Anode Sled3, SideB
8201	MA-05-C-15-AB101-001-AN003-C	GAB1 Anode Sled3, SideB, Continuity Cable
8202	MA-05-C-15-AB101-001-AN004	GAB1 Anode Sled4, SideB
8203	MA-05-C-15-AB101-001-AN004-C	GAB1 Anode Sled4, SideB, Continuity Cable
8227	MA-05-C-15-AB101-001-AN005	GAB1 Anode Sled5, SideC
8228	MA-05-C-15-AB101-001-AN005-C	GAB1 Anode Sled5, SideC, Continuity Cable
8229	MA-05-C-15-AB101-001-AN006	GAB1 Anode Sled6, SideC
8230	MA-05-C-15-AB101-001-AN006-C	GAB1 Anode Sled6, SideC, Continuity Cable
8255	MA-05-C-15-AB101-001-AN007	GAB1 Anode Sled7, SideD
8256	MA-05-C-15-AB101-001-AN007-C	GAB1 Anode Sled7, SideD, Continuity Cable
8257	MA-05-C-15-AB101-001-AN008	GAB1 Anode Sled8, SideD
8258	MA-05-C-15-AB101-001-AN008-C	GAB1 Anode Sled8, SideD, Continuity Cable
8283	MA-05-C-15-AB101-002-AN001	GAB2 Anode Sled1, SideA
8284	MA-05-C-15-AB101-002-AN001-C	GAB2 Anode Sled1, SideA, Continuity Cable
8285	MA-05-C-15-AB101-002-AN002	GAB2 Anode Sled2, SideA
8286	MA-05-C-15-AB101-002-AN002-C	GAB2 Anode Sled2, SideA, Continuity Cable
8309	MA-05-C-15-AB101-002-AN003	GAB2 Anode Sled3, SideB
8310	MA-05-C-15-AB101-002-AN003-C	GAB2 Anode Sled3, SideB, Continuity Cable
8311	MA-05-C-15-AB101-002-AN004	GAB2 Anode Sled4, SideB
8312	MA-05-C-15-AB101-002-AN004-C	GAB2 Anode Sled4, SideB, Continuity Cable
8336	MA-05-C-15-AB101-002-AN005	GAB2 Anode Sled5, SideC
8337	MA-05-C-15-AB101-002-AN005-C	GAB2 Anode Sled5, SideC, Continuity Cable
8338	MA-05-C-15-AB101-002-AN006	GAB2 Anode Sled6, SideC
8339	MA-05-C-15-AB101-002-AN006-C	GAB2 Anode Sled6, SideC, Continuity Cable
8364	MA-05-C-15-AB101-002-AN007	GAB2 Anode Sled7, SideD
8365	MA-05-C-15-AB101-002-AN007-C	GAB2 Anode Sled7, SideD, Continuity Cable
8366	MA-05-C-15-AB101-002-AN008	GAB2 Anode Sled8, SideD
8367	MA-05-C-15-AB101-002-AN008-C	GAB2 Anode Sled8, SideD, Continuity Cable
8392	MA-05-C-15-AB101-003-AN001	GAB3 Anode Sled1, SideA
8393	MA-05-C-15-AB101-003-AN001-C	GAB3 Anode Sled1, SideA, Continuity Cable
8394	MA-05-C-15-AB101-003-AN002	GAB3 Anode Sled2, SideA
8395	MA-05-C-15-AB101-003-AN002-C	GAB3 Anode Sled2, SideA, Continuity Cable
8418	MA-05-C-15-AB101-003-AN003	GAB3 Anode Sled3, SideB
8419	MA-05-C-15-AB101-003-AN003-C	GAB3 Anode Sled3, SideB, Continuity Cable
8420	MA-05-C-15-AB101-003-AN004	GAB3 Anode Sled4, SideB
8421	MA-05-C-15-AB101-003-AN004-C	GAB3 Anode Sled4, SideB, Continuity Cable
8445	MA-05-C-15-AB101-003-AN005	GAB3 Anode Sled5, SideC
8446	MA-05-C-15-AB101-003-AN005-C	GAB3 Anode Sled5, SideC, Continuity Cable
8447	MA-05-C-15-AB101-003-AN006	GAB3 Anode Sled6, SideC
8448	MA-05-C-15-AB101-003-AN006-C	GAB3 Anode Sled6, SideC, Continuity Cable
8473	MA-05-C-15-AB101-003-AN007	GAB3 Anode Sled7, SideD
8474	MA-05-C-15-AB101-003-AN007-C	GAB3 Anode Sled7, SideD, Continuity Cable
8475	MA-05-C-15-AB101-003-AN008	GAB3 Anode Sled8, SideD
8476	MA-05-C-15-AB101-003-AN008-C	GAB3 Anode Sled8, SideD, Continuity Cable
8501	MA-05-C-15-AB101-004-AN001	GAB4 Anode Sled1, SideA
8502	MA-05-C-15-AB101-004-AN001-C	GAB4 Anode Sled1, SideA, Continuity Cable
8503	MA-05-C-15-AB101-004-AN002	GAB4 Anode Sled2, SideA
8504	MA-05-C-15-AB101-004-AN002-C	GAB4 Anode Sled2, SideA, Continuity Cable
8527	MA-05-C-15-AB101-004-AN003	GAB4 Anode Sled3, SideB
8528	MA-05-C-15-AB101-004-AN003-C	GAB4 Anode Sled3, SideB, Continuity Cable
8529	MA-05-C-15-AB101-004-AN004	GAB4 Anode Sled4, SideB
8530	MA-05-C-15-AB101-004-AN004-C	GAB4 Anode Sled4, SideB, Continuity Cable
8554	MA-05-C-15-AB101-004-AN005	GAB4 Anode Sled5, SideC
8555	MA-05-C-15-AB101-004-AN005-C	GAB4 Anode Sled5, SideC, Continuity Cable
8556	MA-05-C-15-AB101-004-AN006	GAB4 Anode Sled6, SideC
8557	MA-05-C-15-AB101-004-AN006-C	GAB4 Anode Sled6, SideC, Continuity Cable
8582	MA-05-C-15-AB101-004-AN007	GAB4 Anode Sled7, SideD
8583	MA-05-C-15-AB101-004-AN007-C	GAB4 Anode Sled7, SideD, Continuity Cable
8584	MA-05-C-15-AB101-004-AN008	GAB4 Anode Sled8, SideD
8585	MA-05-C-15-AB101-004-AN008-C	GAB4 Anode Sled8, SideD, Continuity Cable
8610	MA-05-C-15-AB101-005-AN001	GAB5 Anode Sled1, SideA
8611	MA-05-C-15-AB101-005-AN001-C	GAB5 Anode Sled1, SideA, Continuity Cable
8612	MA-05-C-15-AB101-005-AN002	GAB5 Anode Sled2, SideA
8613	MA-05-C-15-AB101-005-AN002-C	GAB5 Anode Sled2, SideA, Continuity Cable
8636	MA-05-C-15-AB101-005-AN003	GAB5 Anode Sled3, SideB
8637	MA-05-C-15-AB101-005-AN003-C	GAB5 Anode Sled3, SideB, Continuity Cable
8638	MA-05-C-15-AB101-005-AN004	GAB5 Anode Sled4, SideB
8639	MA-05-C-15-AB101-005-AN004-C	GAB5 Anode Sled4, SideB, Continuity Cable
8663	MA-05-C-15-AB101-005-AN005	GAB5 Anode Sled5, SideC
8664	MA-05-C-15-AB101-005-AN005-C	GAB5 Anode Sled5, SideC, Continuity Cable
8665	MA-05-C-15-AB101-005-AN006	GAB5 Anode Sled6, SideC
8666	MA-05-C-15-AB101-005-AN006-C	GAB5 Anode Sled6, SideC, Continuity Cable
8691	MA-05-C-15-AB101-005-AN007	GAB5 Anode Sled7, SideD
8692	MA-05-C-15-AB101-005-AN007-C	GAB5 Anode Sled7, SideD, Continuity Cable
8693	MA-05-C-15-AB101-005-AN008	GAB5 Anode Sled8, SideD
8694	MA-05-C-15-AB101-005-AN008-C	GAB5 Anode Sled8, SideD, Continuity Cable
8719	MA-05-C-15-AB101-006-AN001	GAB6 Anode Sled1, SideA
8720	MA-05-C-15-AB101-006-AN001-C	GAB6 Anode Sled1, SideA, Continuity Cable
8721	MA-05-C-15-AB101-006-AN002	GAB6 Anode Sled2, SideA
8722	MA-05-C-15-AB101-006-AN002-C	GAB6 Anode Sled2, SideA, Continuity Cable
8745	MA-05-C-15-AB101-006-AN003	GAB6 Anode Sled3, SideB
8746	MA-05-C-15-AB101-006-AN003-C	GAB6 Anode Sled3, SideB, Continuity Cable
8747	MA-05-C-15-AB101-006-AN004	GAB6 Anode Sled4, SideB
8748	MA-05-C-15-AB101-006-AN004-C	GAB6 Anode Sled4, SideB, Continuity Cable
8772	MA-05-C-15-AB101-006-AN005	GAB6 Anode Sled5, SideC
8773	MA-05-C-15-AB101-006-AN005-C	GAB6 Anode Sled5, SideC, Continuity Cable
8774	MA-05-C-15-AB101-006-AN006	GAB6 Anode Sled6, SideC
8775	MA-05-C-15-AB101-006-AN006-C	GAB6 Anode Sled6, SideC, Continuity Cable
8800	MA-05-C-15-AB101-006-AN007	GAB6 Anode Sled7, SideD
8801	MA-05-C-15-AB101-006-AN007-C	GAB6 Anode Sled7, SideD, Continuity Cable
8802	MA-05-C-15-AB101-006-AN008	GAB6 Anode Sled8, SideD
8803	MA-05-C-15-AB101-006-AN008-C	GAB6 Anode Sled8, SideD, Continuity Cable
8828	MA-05-C15-BYS101-901-AN01A	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.1
8829	MA-05-C15-BYS101-901-AN01B	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.1
8830	MA-05-C15-BYS101-901-AN01C	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.1
8831	MA-05-C15-BYS101-901-AN01D	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.1
8832	MA-05-C15-BYS101-901-AN01E	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.1
8833	MA-05-C15-BYS101-901-AN02A	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.2
8834	MA-05-C15-BYS101-901-AN02B	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.2
8835	MA-05-C15-BYS101-901-AN02C	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.2
8836	MA-05-C15-BYS101-901-AN02CW	CALM Buoy Anode, Vert Bar Type, in Centre Well 
8837	MA-05-C15-BYS101-901-AN02D	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.2
8838	MA-05-C15-BYS101-901-AN02E	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.2
8839	MA-05-C15-BYS101-901-AN03A	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.3
8840	MA-05-C15-BYS101-901-AN03B	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.3
8841	MA-05-C15-BYS101-901-AN03C	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.3
8842	MA-05-C15-BYS101-901-AN03D	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.3
8843	MA-05-C15-BYS101-901-AN03E	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.3
8844	MA-05-C15-BYS101-901-AN04A	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.4
8845	MA-05-C15-BYS101-901-AN04B	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.4
8846	MA-05-C15-BYS101-901-AN04C	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.4
8847	MA-05-C15-BYS101-901-AN04CW	CALM Buoy Anode, Vert Bar Type, in Centre Well 
8848	MA-05-C15-BYS101-901-AN04D	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.4
8849	MA-05-C15-BYS101-901-AN04E	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.4
8850	MA-05-C15-BYS101-901-AN05A	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.5
8851	MA-05-C15-BYS101-901-AN05B	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.5
8852	MA-05-C15-BYS101-901-AN05C	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.5
8853	MA-05-C15-BYS101-901-AN05D	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.5
8854	MA-05-C15-BYS101-901-AN05E	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.5
8855	MA-05-C15-BYS101-901-AN06A	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.6
8856	MA-05-C15-BYS101-901-AN06B	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.6
8857	MA-05-C15-BYS101-901-AN06C	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.6
8858	MA-05-C15-BYS101-901-AN06CW	CALM Buoy Anode, Vert Bar Type, in Centre Well 
8859	MA-05-C15-BYS101-901-AN06D	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.6
8860	MA-05-C15-BYS101-901-AN06E	CALM Buoy Anode, Horz Bar Type, Left of Anchor Leg No.6
8861	MA-05-C-15-HS0301-00N-001	"12""/16"" Reducer at top of Upper (North) underbuoy hose including flanges both ends"
8862	MA-05-C-15-HS0301-00N-002	"Upper (North) Underbuoy Hose 1 (First off Buoy - One End Reinforced 12"" x 40')"
8863	MA-05-C-15-HS0301-00N-003	"Upper (North) Underbuoy Hose 2 (2nd off Buoy - Standard 12"" x 40')"
8864	MA-05-C-15-HS0301-00N-004	"Upper (North) Underbuoy Hose 3 (3rd off Buoy - Standard 12"" x 25')"
8865	MA-05-C-15-HS0301-00N-005	"Upper (North) Underbuoy Hose 4 (4th off Buoy - Standard 12"" x 40')"
8866	MA-05-C-15-HS0301-00N-006	"Upper (North) Underbuoy Hose 5 (5th off Buoy - One End Reinforced 12"" x 40')"
8867	MA-05-C-15-HS0301-00N-007	"Upper (North) Underbuoy Hose Inline Weight (12"" x 4', Between Hoses 5 and 6)"
8868	MA-05-C-15-HS0301-00N-008	"Upper (North) Underbuoy Hose 6 (6th off Buoy - One End Reinforced 12"" x 40')"
8869	MA-05-C-15-HS0301-00N-009	"Upper (North) Underbuoy Hose 7 (7th off Buoy - Standard 12"" x 40')"
8870	MA-05-C-15-HS0301-00N-010	"Upper (North) Underbuoy Hose 8 (8th off Buoy - Standard 12"" x 25')"
8871	MA-05-C-15-HS0301-00N-011	"Upper (North) Underbuoy Hose 9 (9th off Buoy - Standard 12"" x 40')"
8872	MA-05-C-15-HS0301-00N-012	"Upper (North) Underbuoy Hose 10 (10th off Buoy, 1st off PLEM - One End Reinforced 12"" x 40')"
8873	MA-05-C-15-HS0301-00S-002	"12""/16"" Reducer at top of Lower (South) underbuoy hose including flanges both ends"
8874	MA-05-C-15-HS0301-00S-003	"Lower (South) Underbuoy Hose 1 (First off Buoy - One End Reinforced 12"" x 40')"
8875	MA-05-C-15-HS0301-00S-004	"Lower (South) Underbuoy Hose 2 (2nd off Buoy - Standard 12"" x 40')"
8876	MA-05-C-15-HS0301-00S-005	"Lower (South) Underbuoy Hose 3 (3rd off Buoy - Standard 12"" x 40')"
8877	MA-05-C-15-HS0301-00S-006	"Lower (South) Underbuoy Hose 4 (4th off Buoy - Standard 12"" x 40')"
8878	MA-05-C-15-HS0301-00S-007	"Lower (South) Underbuoy Hose 5 (5th off Buoy - One End Reinforced 12"" x 40')"
8879	MA-05-C-15-HS0301-00S-008	"Lower (South) Underbuoy Hose Inline Weight (12"" x 4', Between Hoses 5 and 6)"
8880	MA-05-C-15-HS0301-00S-009	"Lower (South) Underbuoy Hose 6 (6th off Buoy - One End Reinforced 12"" x 40')"
8881	MA-05-C-15-HS0301-00S-010	"Lower (South) Underbuoy Hose 7 (7th off Buoy - Standard 12"" x 40')"
8882	MA-05-C-15-HS0301-00S-011	"Lower (South) Underbuoy Hose 8 (8th off Buoy - Standard 12"" x 40')"
8883	MA-05-C-15-HS0301-00S-012	"Lower (South) Underbuoy Hose 9 (9th off Buoy, 1st off PLEM - One End Reinforced 12"" x 40')"
8884	MA0A	Two-Phase Flowline No. 2
8885	MA-0AAN02.000	Anodes, TPFL-2 Expansion Spool
8886	MA-0AAN03.000	Anodes, TPFL-2 from PLES A to SSIV
8887	MA-0AB11B-450A-007	Tensioning Flange between PLES2 & Flowline
8888	MA-0AHV400-01A	Flowline No.2 Isolation Valve FIVA
8889	MA-0AS-109-01-002	SSIV support Clamp, CGS side
8890	MA-0AS-109-01-003	SSIV support Clamp, flowline side
8891	MA-0AS-109-01-AN	TPFL2 SSIV Structure Anodes
8892	MA-0AS-109-01-AN01	TPFL2 SSIV Assembly Anode, Horz Bar Type, Northwest Side
8893	MA-0AS-109-01-AN02	TPFL2 SSIV Assembly Anode, Horz Bar Type, Northeast Side
8894	MA-0AS-109-01-AN03	TPFL2 SSIV Assembly Anode, Horz Bar Type, Southeast Side
8895	MA-0AS-109-01-AN04	TPFL2 SSIV Assembly Anode, Horz Bar Type, Southwest Side
8896	MA-0ASSIV-109-01-005	16TPF2 flowline end flange at SSIV
8897	MA-0ASSIV-109-01-006	16TPF2 Subsea Isolation Valve & Actuator
8898	MA-0ASU-109-01-001	Control Umbilical support Clamp
8899	MA-0AUMB-109-01-001	Flying Leads (Jumpers) from Control Umbilical bullnose to SSIV Actuator
8900	MA0B	Two-Phase Flowline No. 1
8901	MA-0BAN02.000	Anodes, TPFL-1 Expansion Spool
8902	MA-0BAN03.000	Anodes, TPFL-1 from PLES B to SSIV
8903	MA-0BB11B-405A	PLES2 Thermal Expansion Skid
8904	MA-0BB11B-405B	PLES1 Thermal Expansion Skid
8905	MA-0BB11B-450B-011	Tensioning Flange between PLES1 & Flowline
8906	MA-0BHV400-01B	Flowline No.1 Isolation Valve FIVB
8907	MA-0BS-110-01-002	SSIV support Clamp, CGS side
8908	MA-0BS-110-01-003	SSIV support Clamp, flowline side
8909	MA-0BS-110-01-AN	TPFL1 SSIV Structure Anodes
8910	MA-0BS-110-01-AN01	TPFL1 SSIV Assembly Anode, Horz Bar Type, Northwest Side
8911	MA-0BS-110-01-AN02	TPFL1 SSIV Assembly Anode, Horz Bar Type, Northeast Side
8912	MA-0BS-110-01-AN03	TPFL1 SSIV Assembly Anode, Horz Bar Type, Southeast Side
8913	MA-0BS-110-01-AN04	TPFL1 SSIV Assembly Anode, Horz Bar Type, Southwest Side
8914	MA-0BSSIV-110-01-005	16TPF1 flowline end flange at SSIV
8915	MA-0BSSIV-110-01-006	16TPF1 Subsea Isolation Valve & Actuator
8916	MA-0BSU-110-01-001	Control Umbilical support Clamp
8917	MA-0BUMB-110-01-001	Jumpers (or Flying Leads) from Control Umbilical bullnose to SSIV Actuator
8918	MA1	Malampaya-1
8919	MA10	Malampaya-10
8920	MA2	Malampaya-2
8921	MA3	Malampaya-3
8922	MA4	Malampaya-4
8923	MA5	Malampaya-5
8924	MA-5	Christmas Tree Assembly MA-5 (20m to W of SSMA)
8925	MA5DHPG	MA-5 Downhole Pressure/Temperature Gauge
8926	MA-5J	Well Jumper Assembly from Xmas Tree MA-5 to Manifold
8927	MA5JAN	Well Jumper MA-5 Anodes
8928	MA5XTAN	MA-5 Xmas Tree Anodes
8929	MA6	Malampaya-6
8930	MA-6	Christmas Tree Assembly MA-6 (30m to W of SSMA)
8931	MA6DHPG	MA-6 Downhole Pressure/Temperature Gauge
8932	MA-6J	Well Jumper Assembly  from Xmas Tree MA-6 to Manifold
8933	MA6JAN	Well Jumper MA-6 Anodes
8934	MA6XTAN	MA-6 Xmas Tree Anodes
8935	MA7	Malampaya-7
8936	MA7R	Malampaya-7R
8937	MA-7R	Christmas Tree Assembly MA-7R (20m to E of SSMA)
8938	MA7RDHPG	MA-7R Downhole Pressure/Temperature Gauge
8939	MA-7RJ	Well Jumper Assembly  from Xmas Tree MA-7R to Manifold
8940	MA7RJAN	Well Jumper MA-7R Anodes
8941	MA7RXTAN	MA-7R Xmas Tree Anodes
8942	MA8	Malampaya-8
8943	MA-8	Christmas Tree Assembly MA-8 (25m to ESE of SSMA)
8944	MA8DHPG	MA-8 Downhole Pressure/Temperature Gauge
8945	MA-8J	Well Jumper Assembly from Xmas Tree MA-8 to Manifold
8946	MA8JAN	Well Jumper MA-8 Anodes
8947	MA8XTAN	MA-8 Xmas Tree Anodes
8948	MA9	Malampaya-9
8949	MA-9	Christmas Tree Assembly MA-9 (20m to WSW of SSMA)
8950	MA9DHPG	MA-9 Downhole Pressure/Temperature Gauge
8951	MA-9J	Well Jumper Assembly  from Xmas Tree MA-9 to Manifold
8952	MA9JAN	Well Jumper MA-9 Anodes
8953	MA9XTAN	MA-9 Xmas Tree Anodes
8954	MAU-1	Mobile Accomodation Unit 1
8955	MAU-2	Mobile Accomodation Unit 2
8956	MPA	SPEX Operations
8957	MU1	Murex-1
8958	OG1	GEP from Shoreline to MOGP Launcher/Receiver
8959	OGP	Onshore Gas Plant
8960	OGPAC	Air Cooler
8961	OGPACHTF	HTF System
8962	OGPACIG1	Inlet Gas - Train 1
8963	OGPACIG2	Inlet Gas - Train 2
8964	OGPACSRU	SRU
8965	OGPACWW	Well Water
8966	OGPAT1	Amine - Train 1
8967	OGPAT1CH	Amine - Train 1 - Channel
8968	OGPAT1CO	Amine - Train 1 - Column
8969	OGPAT1FI	Amine - Train 1 - Filter
8970	OGPAT1HD	Amine - Train 1 - Horizontal Drum
8971	OGPAT1PI	Amine - Train 1 - PIPEWORK
8972	OGPAT1ST	Amine - Train 1 - Shell & Tube
8973	OGPAT1VD	Amine - Train 1 - Vertical Drum
8974	OGPAT2	Amine - Train 2
8975	OGPAT2CH	Amine - Train 2 - Channel
8976	OGPAT2CO	Amine - Train 2 - Column
8977	OGPAT2FI	Amine - Train 2 - Filter
8978	OGPAT2HD	Amine - Train 2 - Horizontal Drum
8979	OGPAT2PI	Amine - Train 2 - PIPEWORK
8980	OGPAT2ST	Amine - Train 2 - Shell & Tube
8981	OGPAT2VD	Amine - Train 2 - Vertical Drum
8982	OGPBT	Boot
8983	OGPBTFL	Flare
8984	OGPCH	Channel
8985	OGPCHAT1	Amine - Train 1
8986	OGPCHAT2	Amine - Train 2
8987	OGPCHDT1	Dehydration-Train 1
8988	OGPCHDT2	Dehydration-Train 2
8989	OGPCHIG1	Inlet Gas - Train 1
8990	OGPCHIG2	Inlet Gas - Train 2
8991	OGPCHSRU	SRU
8992	OGPCO	Column
8993	OGPCOAT1	Amine - Train 1
8994	OGPCOAT2	Amine - Train 2
8995	OGPCOMRS	MeOH Recov. & Store.
8996	OGPDR	Dryer
8997	OGPDRPIA	Plant & Inst. Air
8998	OGPDT1	Dehydration-Train 1
8999	OGPDT1CH	Dehydration-Train 1 - Channel
9000	OGPDT1FI	Dehydration-Train 1 - Filter
9001	OGPDT1PI	Dehydration-Train 1 - PIPEWORK
9002	OGPDT1ST	Dehydration-Train 1 - Shell & Tube
9003	OGPDT1TH	Dehydration-Train 1 - Top Head
9004	OGPDT1VD	Dehydration-Train 1 - Vertical Drum
9005	OGPDT2	Dehydration-Train 2
9006	OGPDT2CH	Dehydration-Train 2 - Channel
9007	OGPDT2FI	Dehydration-Train 2 - Filter
9008	OGPDT2PI	Dehydration-Train 2 - PIPEWORK
9009	OGPDT2ST	Dehydration-Train 2 - Shell & Tube
9010	OGPDT2TH	Dehydration-Train 2 - Top Head
9011	OGPDT2VD	Dehydration-Train 2 - Vertical Drum
9012	OGPED	Environmental Discharge
9013	OGPEDAE	Air Emissions
9014	OGPEDLE	Liquid Effluent
9015	OGPEF	Export - FGH
9016	OGPEFPG	Export - FGH - Pig Launcher
9017	OGPEFPI	Export - FGH - PIPEWORK
9018	OGPEH	Electric Heater
9019	OGPEHFG	Fuel Gas
9020	OGPEN	Export - NPC
9021	OGPENPI	Export - NPC - PIPEWORK
9022	OGPET	Effluent Treatment
9023	OGPETPI	Effluent Treatment - PIPEWORK
9024	OGPFF	Finfan Coolers
9025	OGPFFT1	Train 1 Condensate Finfan Coolers
9026	OGPFFT2	Train 2 Condensate Finfan Coolers
9027	OGPFG	Fuel Gas
9028	OGPFGEH	Fuel Gas - Electric Heater
9029	OGPFGPI	Fuel Gas - PIPEWORK
9030	OGPFGVD	Fuel Gas - Vertical Drum
9031	OGPFH	Fired Heater
9032	OGPFHTO	Thermal Oxidiser
9033	OGPFI	Filter
9034	OGPFIAT1	Amine - Train 1
9035	OGPFIAT2	Amine - Train 2
9036	OGPFIDT1	Dehydration-Train 1
9037	OGPFIDT2	Dehydration-Train 2
9038	OGPFIFL	Flare
9039	OGPFIHTF	HTF System
9040	OGPFIIG1	Inlet Gas - Train 1
9041	OGPFIIG2	Inlet Gas - Train 2
9042	OGPFIPIA	Plant & Inst. Air
9043	OGPFISRU	SRU
9044	OGPFL	Flare
9045	OGPFLBT	Flare - Boot
9046	OGPFLFI	Flare - Filter
9047	OGPFLFT	Flare - Flare Tip
9048	OGPFLHD	Flare - Horizontal Drum
9049	OGPFLPA	Flare - Package
9050	OGPFLPI	Flare - PIPEWORK
9051	OGPFLVD	Flare - Vertical Drum
9052	OGPFT	Flare Tip
9053	OGPFTFL	Flare
9054	OGPFW	Firewater
9055	OGPFWPI	Firewater - PIPEWORK
9056	OGPHD	Horizontal Drum
9057	OGPHDAT1	Amine - Train 1
9058	OGPHDAT2	Amine - Train 2
9059	OGPHDFL	Flare
9060	OGPHDHTF	HTF System
9061	OGPHDIG1	Inlet Gas - Train 1
9062	OGPHDIG2	Inlet Gas - Train 2
9063	OGPHDMRS	MeOH Recov. & Store.
9064	OGPHDSG	Steam Generation
9065	OGPHDSRU	SRU
9066	OGPHP	HIPPS / Pressure Reduction
9067	OGPHPT1	Train 1 HIPPS / Pressure Reduction
9068	OGPHPT2	Train 2 HIPPS / Pressure Reduction
9069	OGPHTF	HTF System
9070	OGPHTFAC	HTF System - Air Cooler
9071	OGPHTFFI	HTF System - Filter
9072	OGPHTFHD	HTF System - Horizontal Drum
9073	OGPHTFPI	HTF System - PIPEWORK
9074	OGPHTFTU	HTF System - Tubes
9075	OGPHVAC	HVAC
9076	OGPHVACCB	Control Building HVAC
9077	OGPHVACIM	Ilijan Metering House HVAC
9078	OGPHVACSM	San Lorenzo Metering House HVAC
9079	OGPHVACSR	Santa Rita Metering House HVAC
9080	OGPHVACT3	TP3 Power Shelter HVAC
9081	OGPIA	Instrument Air
9082	OGPIADF	IA Drying / Filtering
9083	OGPIADI	IA Distribution
9084	OGPIG1	Inlet Gas - Train 1
9085	OGPIG1AC	Inlet Gas - Train 1 - Air Cooler
9086	OGPIG1CH	Inlet Gas - Train 1 - Channel
9087	OGPIG1FI	Inlet Gas - Train 1 - Filter
9088	OGPIG1HD	Inlet Gas - Train 1 - Horizontal Drum
9089	OGPIG1PI	Inlet Gas - Train 1 - PIPEWORK
9090	OGPIG1SK	Inlet Gas - Train 1 - Storage Tank
9091	OGPIG1ST	Inlet Gas - Train 1 - Shell & Tube
9092	OGPIG1TU	Inlet Gas - Train 1 - Tubes
9093	OGPIG1VD	Inlet Gas - Train 1 - Vertical Drum
9094	OGPIG2	Inlet Gas - Train 2
9095	OGPIG2AC	Inlet Gas - Train 2 - Air Cooler
9096	OGPIG2CH	Inlet Gas - Train 2 - Channel
9097	OGPIG2FI	Inlet Gas - Train 2 - Filter
9098	OGPIG2HD	Inlet Gas - Train 2 - Horizontal Drum
9099	OGPIG2PI	Inlet Gas - Train 2 - PIPEWORK
9100	OGPIG2SK	Inlet Gas - Train 2 - Storage Tank
9101	OGPIG2ST	Inlet Gas - Train 2 - Shell & Tube
9102	OGPIG2TU	Inlet Gas - Train 2 - Tubes
9103	OGPIG2VD	Inlet Gas - Train 2 - Vertical Drum
9104	OGPIGC	Inlet Gas - Common
9105	OGPIGCPG	Inlet Gas - Common - Pig Launcher
9106	OGPIGCPI	Inlet Gas - Common - PIPEWORK
9107	OGPIH	Inlet Gas Heater
9108	OGPIHT1	Train 1 Inlet Gas Heater
9109	OGPIHT2	Train 2 Inlet Gas Heater
9110	OGPME	Metering
9111	OGPMEGC	Gas Chromatographs
9112	OGPMENP	NPC Metering
9113	OGPMENPFG	FGH Metering
9114	OGPMEPC	PSPC Metering
9115	OGPMESL	San Lorenzo Metering
9116	OGPMESR	Santa Rita Metering
9117	OGPMRS	MeOH Recov. & Store.
9118	OGPMRSCO	MeOH Recov. & Store. - Column
9119	OGPMRSHD	MeOH Recov. & Store. - Horizontal Drum
9120	OGPMRSPI	MeOH Recov. & Store. - PIPEWORK
9121	OGPMRSSK	MeOH Recov. & Store. - Storage Tank
9122	OGPMRSST	MeOH Recov. & Store. - Shell & Tube
